Naive_Resting_Donor1	Th17_Resting_Donor1	Th2_Resting_Donor1	TEM_act_Resting_Donor1	Th1_Resting_Donor1	TCM_Resting_Donor1	TEM_act2_Resting_Donor1	Treg_Resting_Donor1	TCM_2_Donor1	TCM/TEM_2_Donor1	Th17_2_Donor1	Treg_2_Donor1	Naive_2_Donor1	TEM_act2_2_Donor1	Th1_2_Donor1	Th2_2_Donor1	TCM_5_Donor1	TCM/TEM_5_Donor1	Treg_5_Donor1	Th1_5_Donor1	Naive_5_Donor1	Th17_5_Donor1	TEM_act_5_Donor1	TEM_act2_5_Donor1	Th2_5_Donor1	Th1_15_Donor1	TCM_15_Donor1	TCM/TEM_15_Donor1	Th2_15_Donor1	TEM_act2_15_Donor1	Th17_15_Donor1	Naive_15_Donor1	Treg_15_Donor1	TEM_act_15_Donor1	Th1_Resting_Donor2	Naive_Resting_Donor2	TEM_act2_Resting_Donor2	TEM_act_Resting_Donor2	TCM_Resting_Donor2	Th17_Resting_Donor2	Th2_Resting_Donor2	Treg_Resting_Donor2	TCM/TEM_2_Donor2	TCM_2_Donor2	Naive_2_Donor2	Treg_2_Donor2	TEM_act2_2_Donor2	Th17_2_Donor2	Th1_2_Donor2	Th2_2_Donor2	TEM_act_2_Donor2	TCM_5_Donor2	Treg_5_Donor2	Naive_5_Donor2	Th17_5_Donor2	TCM/TEM_5_Donor2	TEM_act2_5_Donor2	Th1_5_Donor2	Th2_5_Donor2	TEM_act_5_Donor2	TCM_15_Donor2	Th1_15_Donor2	TCM/TEM_15_Donor2	Naive_15_Donor2	TEM_act_15_Donor2	TEM_act2_15_Donor2	Treg_15_Donor2	Th2_15_Donor2	Th17_15_Donor2	Th1_Resting_Donor3	Naive_Resting_Donor3	Treg_Resting_Donor3	TCM_Resting_Donor3	Th17_Resting_Donor3	Th2_Resting_Donor3	TEM_act2_Resting_Donor3	TEM_act_Resting_Donor3	TCM_2_Donor3	Naive_2_Donor3	TCM/TEM_2_Donor3	Th1_2_Donor3	Treg_2_Donor3	TCM_5_Donor3	Th1_5_Donor3	TCM/TEM_5_Donor3	Naive_5_Donor3	TEM_act_5_Donor3	Th17_5_Donor3	Th2_5_Donor3	Treg_5_Donor3	TEM_act2_5_Donor3	TCM_15_Donor3	TCM/TEM_15_Donor3	Th17_15_Donor3	Th2_15_Donor3	Th1_15_Donor3	Naive_15_Donor3	TEM_act2_15_Donor3	Treg_15_Donor3	TEM_act_15_Donor3	Th17_Resting_Donor4	Naive_Resting_Donor4	TEM_act2_Resting_Donor4	TCM_Resting_Donor4	Treg_Resting_Donor4	TEM_act_Resting_Donor4	Th2_Resting_Donor4	Th1_Resting_Donor4	TCM_2_Donor4	Naive_2_Donor4	Treg_2_Donor4	TCM/TEM_2_Donor4	Th1_2_Donor4	TEM_act2_2_Donor4	Naive_5_Donor4	Treg_5_Donor4	TCM_5_Donor4	Th1_5_Donor4	TCM/TEM_5_Donor4	TEM_act2_5_Donor4	Th17_5_Donor4	TCM_15_Donor4	TCM/TEM_15_Donor4	Th17_15_Donor4	Th2_15_Donor4	Naive_15_Donor4	Treg_15_Donor4	Th1_15_Donor4	TEM_act_15_Donor4	TEM_act2_15_Donor4
ZBED5	1.22773990816979	0.0410029625044546	0.239337867491558	-0.0985140692247048	0.672200699810109	0.496697894876532	0.308353458384576	-0.22570010280627	1.57781003937907	1.67133025563175	0.212796046203733	1.71218466839585	2.24521919864086	0.764221631625422	0.0433744357067613	-0.713205616389518	-0.132981834423786	-0.182720581803449	0.0799054498970739	0.0203332774232411	0.467456738826254	-0.428040907601548	1.2931124698154	0.503855043384954	0.168950993072934	-0.971158119009505	-0.858990241630742	-1.09658952821945	-0.446912702130861	-0.671415002111431	-0.825495461986737	-0.781155303699586	-0.384489314446103	-1.28002637133187	0.783743791745808	1.05518033245132	0.0994886020079265	-0.2642956336223	0.60889699676153	0.183975855137874	0.819657776970343	1.16274545866548	1.49823723257771	1.24976887269992	2.14963721487058	1.02603065194622	0.213671941392184	-0.502364230222169	0.234500839132139	0.914755700716858	-0.523965512721935	-0.333636507016219	0.476810115967874	0.734419532738041	-0.398384154814445	-0.306051277958538	0.123513320638886	-0.457707445862914	-1.01926723377902	-1.1220225067649	-1.04954530734242	-0.948856823786922	-1.31982684230691	-0.549645824376552	-1.03910191247645	-0.157071343497739	-0.545462856353309	-0.76286977230291	-0.757703538254893	0.708255298967015	0.871874822599954	1.08397568131893	0.521894761218537	-0.0518733986784357	1.13034686789534	-0.432546631668157	-0.0320794162926949	1.26253091021477	2.19583416745999	1.91447473208903	0.393333857899659	1.64455752000877	-0.376160444273227	-0.315382923168876	-0.53698546471998	1.05942009044404	-0.445386531866516	-0.398418091617955	-0.182687500455235	0.0874757021289777	-0.123087956441693	-0.682768427248038	-0.988443504530322	-0.855626922571082	-0.331229115377385	-1.31458734691772	-0.241928850963841	0.108478958718629	-0.514258312581347	0.251523604566634	0.306293381686072	0.868574770110968	-0.0746664464858182	0.529783730714723	0.690522639184143	-0.00399440632840002	0.165375373235682	-0.232959279352862	1.07554022159297	1.89139233475004	0.743832552419312	1.10433340546549	0.767302137439575	1.07711287122665	0.466713006749483	-0.0818448015745793	-0.383391775089392	0.0928386611774382	-0.481830791360016	0.501328501415612	-0.995322679764372	-1.04435296586843	-1.42214799088921	-0.712512277259031	0.243415962194246	-0.375021524880537	-0.86340922352266	-0.903506243803115	-0.837770145911615	-0.822799732365941
ZBED6	-0.657277528824302	-0.834528924940441	-0.65290276425465	-0.658925892163436	-0.534923334666871	-0.701915433161992	-0.609860021833361	-0.684766946468151	-0.515365660010612	-0.382657825845708	-0.208959754532601	-0.448475281824313	-0.477133157773185	-0.202112772437811	-0.405633258216516	-0.465806008577366	-0.406066078784313	-0.395210974926685	-0.473248369253556	-0.526958063984081	-0.403871950402417	-0.570022287668293	-0.397547602368519	-0.50943975589131	-0.292184075246195	-0.253017816426206	-0.14848355760688	-0.355494212807917	-0.572631843705308	-0.116983520116097	-0.28766297053864	-0.250509003342833	-0.487231378319525	-0.398455773763222	-0.683158026967864	-0.640840695712998	-0.4655868055203	-0.794431841184145	-0.794829352365494	-0.799630290157192	-0.811519449601896	-0.459488359236682	-0.479380587731774	-0.395792905596937	-0.508338354959422	-0.518926153525071	-0.310564115343519	-0.436770597907863	-0.435988882821583	-0.577179721198562	-0.403429147943722	-0.374181721041249	-0.373281980565306	-0.353079826830512	-0.553600541499996	-0.389410599942386	-0.613403012300088	-0.48600637409547	-0.553355110869242	-0.547017352332699	-0.212803756977351	-0.261139635408672	-0.246122220912145	-0.0152428231110957	-0.50161654237922	-0.428348623453796	-0.566679197603462	-0.403266192457217	-0.403458482435594	-0.457053009024572	-0.663460261967393	-0.426007270413254	-0.531685986243492	-1.05246312586746	-0.658746474891479	-0.454731105863724	-0.465253486224421	-0.426653149311447	-0.539967284700129	-0.584091021483875	-0.636766764357415	-0.423003554686452	-0.401081937345792	-0.577585440229922	-0.403214708727241	-0.307760685071584	-0.714083030287334	-0.434565832215855	-0.622990338555833	-0.505940861653656	-0.427206788729434	-0.128746179276987	-0.293227393156218	-0.423122646526592	-0.517410588880807	-0.416213229893064	-0.227158848173925	-0.268445048900913	-0.410537453070843	-0.617684572123456	-0.817377790032295	-0.745285451685984	-0.289733851722701	-0.623563021034676	-0.47068135769479	-0.559096863151107	-0.669234064074407	-0.459046472077258	-0.421412872239764	-0.414693485608029	-0.459805928432099	-0.425217044405489	-0.400166041867847	-0.353517920731172	-0.316841625741742	-0.362759475009531	-0.383174383839509	-0.575300271591156	-0.625975750354998	-0.330892631388351	-0.446645343472912	-0.188555402033007	-0.185353366488144	-0.443105584291693	-0.403456879139727	-0.227916623881067	-0.304551653597259	-0.323492515296928	-0.450336439917169	-0.331485496984988
ZBTB1	-2.1129782436332	-2.08841633821475	-1.9361419954982	-2.22396941986269	-2.14049714993162	-1.91699926035581	-1.96873578959154	-2.07452009228886	-2.13546529396259	-2.28171678289244	-2.43682463271321	-2.31448080816887	-1.99552109175557	-2.1344225373796	-2.47588062572544	-2.25100108004289	-2.44480067990934	-2.53792014165547	-2.49966529263677	-2.45174109417329	-2.40731056140528	-2.52241769262729	-2.45688433655818	-2.40081737340895	-2.4018379259906	-2.03412423493802	-2.07014912833492	-2.0490542690779	-1.91095411819705	-1.47607854486017	-1.78148875004234	-1.57238281194536	-2.08399477070388	-1.79152531570831	-1.86495491357762	-1.95056239863772	-1.84219936437777	-2.07459613901263	-1.94514760543974	-1.99515172298636	-1.89689168054706	-2.23408983090156	-2.0961474128501	-1.95810550029484	-1.92984216945845	-2.22870245492336	-2.366704249114	-2.31499117161057	-2.36053590604521	-2.11032738194577	-2.31675748403746	-2.35717227178407	-2.41892376795445	-2.23811193264183	-2.45282545838986	-2.51444657814454	-2.60929221461928	-2.50595887739978	-2.43871177382226	-2.47439777152902	-1.81255417465553	-2.26813253715771	-1.81487862166252	-1.68948101316515	-2.85855994818981	-2.11937439164633	-2.41280763862858	-1.86905209210085	-1.9241125681397	-2.32861735791232	-1.99737457412809	-1.9184623336106	-2.00927783413666	-2.03923536321366	-2.41087872448549	-2.39321748877959	-2.25267856860618	-1.94464604144017	-1.98742109694972	-2.30332508452077	-2.2903372238085	-2.36456905177914	-2.39452880932133	-2.43771891448695	-2.51608785396827	-2.3359199918794	-2.62554029653195	-2.47379160092177	-2.52466968399304	-2.44012473420889	-2.41493502123914	-2.05957545538973	-2.12762237816923	-2.38508627009205	-1.96594189140072	-2.08464776315908	-1.78202249108196	-2.28781712115095	-1.98088026877013	-1.64035609614869	-1.9918247702294	-2.13128580127333	-1.97686443318006	-2.34803326735361	-2.39585138499762	-2.21302343142271	-2.41165726746229	-2.35714428802496	-2.09254627262426	-2.01639838937388	-2.21563020322108	-2.1756464913564	-2.23924828030362	-2.30538963426932	-2.42645848847518	-2.39958474022046	-2.42088764244157	-2.49169281392173	-2.55593438750135	-2.44717023102414	-2.60828412282297	-1.92502192742642	-2.23903009489061	-2.47792021898448	-1.50480965788008	-1.89347268622054	-1.6385874564432	-2.69758332700539	-2.50907019438284	-1.94871795541769
ZBTB10	-0.529041328595095	-0.465548116936386	-0.413019550903957	-0.478663563426667	-0.470255559372345	-0.394369072209763	-0.487741220812489	-0.54436369506899	-0.568400087566674	-0.433887556140101	-0.304269022401652	-0.43376383375016	-0.286171882040043	-0.277387633850424	-0.418098274029314	-0.494372570337626	-0.40464860681262	-0.525718392384343	-0.424036430475768	-0.551953471925518	-0.0955148534382632	-0.39916731180926	-0.605042521096019	-0.487458844248173	-0.515314887010346	-0.560966463305082	-0.676722136419511	-0.559086331788143	-0.496496799690471	-0.576041100142223	-0.581895508241976	-0.350149253458292	-0.55625007661569	-0.523994933937624	-0.46135852467671	-0.500847006403763	-0.461005889931723	-0.418841422283991	-0.494831819654035	-0.445761157945938	-0.411031676861869	-0.38750883784137	-0.39244043491869	-0.479293612318353	-0.279226066900045	-0.468191951918722	-0.338522093550945	-0.145235544532476	-0.39326409081342	-0.376353541088081	-0.298615562279161	-0.492021580423371	-0.42384811707539	-0.153863458579179	-0.367039073996243	-0.531011782176065	-0.428847630306756	-0.477167361345652	-0.373736289780234	-0.386792404793697	-0.63470527744952	-0.56807969242915	-0.553812688664676	-0.195996807318969	-0.59933664885591	-0.509955359021685	-0.538097811986862	-0.466509711295611	-0.619747132373326	-0.427245821502105	-0.426810830416485	-0.326603992288789	-0.462834976771084	-0.41181154859444	-0.395416577336922	-0.276629879082464	-0.50255786538333	-0.480973258084478	-0.316117088960557	-0.394158029009096	-0.327300665813226	-0.35839837655676	-0.520622613065917	-0.451618472533174	-0.520101508587097	-0.296633294689489	-0.508184429855317	-0.380233319185211	-0.448822069274366	-0.424520402732965	-0.389802771311457	-0.656924188690541	-0.512623827776941	-0.55241499328737	-0.450477919081361	-0.545246196289286	-0.381432562159176	-0.477973911878769	-0.478144244754512	-0.47419517748024	-0.502135470262265	-0.369463915805607	-0.515795216002524	-0.464787620064714	-0.24268520234599	-0.506612221378934	-0.416626814007917	-0.321502704701726	-0.559946141473329	-0.296315188235603	-0.462863286402568	-0.478903443041236	-0.45594128515832	-0.229713138209708	-0.170367442621538	-0.295490710494245	-0.490385234650408	-0.523714454886798	-0.440139276650413	-0.465835403102599	-0.471817505310743	-0.62428183962685	-0.603713444336874	-0.559741463534645	-0.393875248865453	-0.284424156169077	-0.437022794928789	-0.600673012810859	-0.593799226829652	-0.460230198801831
ZBTB11	0.737113752053242	0.64330779567379	0.642250388905957	0.576869499779197	0.658538590286345	0.621947997408374	0.696031313866866	0.722114019251797	0.545058367454548	0.617937157512944	0.534711210118882	0.586597937909398	0.642999638218242	0.63477921987977	0.592988407898289	0.610197224209535	0.733643005565699	0.760904350609126	0.838124490346353	0.777823525306882	0.910680784431828	0.828975182860993	1.00592416935456	0.85109771734331	1.05262162865957	0.625842471509693	0.649355078587642	0.655661082215934	0.618865442140196	0.656303475903089	0.685514517804842	0.628569027860742	0.681300729038422	0.6391119861248	0.662607663866357	0.726298440349544	0.751055476412766	0.641626768715728	0.703076761633947	0.694863025004257	0.679417857664885	0.644182172116775	0.597855573374296	0.595766297422484	0.589662700997314	0.627866877155011	0.650479209267395	0.326183107526529	0.568390288537881	0.550220143936232	0.462505244210046	0.790788014394377	0.829408714129642	0.850330527159221	0.879415336239793	0.803754832271616	0.916205708511041	0.792006923000249	0.704460441527013	0.794207823124271	0.635694998017339	0.663060500342896	0.664092424754379	0.589501181407444	0.6992008063423	0.695610309577917	0.711549706375684	0.665420867684677	0.65273833434154	0.638867503420349	0.655775858705773	0.662678641601287	0.693075049615097	0.674948350208341	0.692277381859653	0.779532347757971	0.703110936245885	0.63344260407933	0.608324929422339	0.562910864680993	0.566185551743018	0.573488380677127	0.770037022952523	0.769653499069258	0.790471033754444	0.875422324209225	0.999270883058483	0.911620443399621	0.747456819595293	0.846463702500951	0.945345049306551	0.626300429895502	0.643418122369105	0.675045670557263	0.611235157162759	0.672496601797875	0.66618585121517	0.781240440441392	0.661176895465863	0.632382807647245	0.62951484365463	0.704653853873158	0.620303007325942	0.645580952515777	0.59045154749532	0.701949312538096	0.728279415717995	0.591803493807104	0.600528511777587	0.603490242757165	0.588645427557865	0.602983038956335	0.601596391239064	0.33076739979782	0.867425672969632	0.845493625861773	0.763485569313882	0.869583321864775	0.815583951555729	0.98626808642682	0.886865378271286	0.620334991755861	0.630598627247802	0.6465999782141	0.713802902192108	0.658050946176614	0.638514528670239	0.664291695151235	0.690632431984086	0.664169428761609
ZBTB14	1.78666976654799	1.70782249579525	1.74996708566561	1.68097679224233	1.67315443017426	1.78116247297697	1.67183950656826	1.7191455269569	1.87159429286356	1.74142590947502	1.5587035384028	1.73297378520652	1.78410085362717	1.6981151612205	1.70106549017866	1.57893428587525	2.12969831017228	2.09216203455625	1.9378012711336	1.90300516618313	1.97685724833256	2.02475895435584	1.76934970288693	1.8399901672441	1.97552964943068	1.80689993521406	1.88256471512579	1.87204148568381	1.91044126471295	1.77146165979256	1.77220847405576	1.78465304882005	1.66083902759983	1.81192565904334	1.63631028406692	1.82504713335022	1.61081974617825	1.69536070053725	1.77796956413366	1.69462426284466	1.70174226660426	1.71822631737986	1.80573748448275	1.82993356216757	1.79859492666498	1.70950663535079	1.60401166330635	1.59283913535797	1.71059525258041	1.55505283136457	1.69502548816715	2.17321847161938	2.11677038202566	2.14333070549327	1.80172862931551	2.16428607344063	1.95628619223437	1.98162995617538	1.89331666843251	1.69421504584017	1.94120127328286	1.78672166124401	1.83493221861117	1.74830914400049	1.67945549706408	1.48615590278167	1.70142384693709	1.73520983732684	1.7527811756716	1.66666414290344	1.76888823582593	1.76185671617697	1.7548678900044	1.73680815528456	1.70656550443522	1.72804958910785	1.64984136953217	1.83952323075789	1.74388396851804	1.7068512156436	1.7666703273233	1.80328691285134	2.14203167674107	1.97642617652806	2.16792111345128	2.21606042484557	1.77565533379743	1.68336255230211	1.80606358523344	1.85579079822567	1.54676238444353	1.84962009078879	1.87218044170825	1.6243633843836	1.77163291857188	1.80614691336134	1.82521170766282	1.90517928983758	1.81672854981797	1.73631948168434	1.73273854216599	1.76581161897654	1.69587821870839	1.7636163429245	1.70152281101915	1.74980896134548	1.75981766313541	1.74355458348114	1.84077875482981	1.7294432800559	1.75145753004122	1.79847522480301	1.81915838714547	1.63240124891066	2.09270285404205	2.09024160908323	2.16716130531641	2.09806325824869	2.18022429768844	1.73117244745138	1.93377631263815	1.8751579216748	1.86540359546839	1.76619764803492	1.73942657426455	1.88177899075537	1.76675309383549	1.87462656710896	1.88457066996767	1.70231413827068
ZBTB17	-0.232647116400515	-0.255768668757419	-0.280076875029459	-0.256895531953061	-0.262500045844083	-0.206421208833131	-0.165868742080555	-0.196313701318891	0.63057913016317	0.683929173836015	0.28470810185264	0.21351509001544	0.301837412333341	0.057391245247226	0.299676386381714	0.414851486585641	-0.0925972102360259	-0.0873154667397929	-0.0928170646255048	-0.104347516927184	-0.040543124949937	-0.112493142484561	-0.0353240580194175	-0.102518006971365	0.0010877149472822	0.0348819642650349	0.0970388832134974	0.0745416644075131	-0.0276198949859716	-0.293994536512768	0.137132928437406	-0.0946181452233345	0.0541308479119705	0.021476422332621	-0.191753695370784	-0.242058760191316	-0.164235943585105	-0.196544455859517	-0.228151562231009	-0.215159988037993	-0.295906928941558	-0.255715640172128	0.531078902638899	0.694801158607056	0.456821031049678	0.273265342144996	0.0465090168899082	0.227857026276534	0.483647810234625	0.348892279415208	-0.052694025125867	-0.0735972261487133	-0.0226149515575939	-0.0825573176089522	-0.0338128296418317	-0.058293555851961	-0.0496444239037821	-0.0629108152631494	-0.0138173894338046	-0.141510897785544	0.100993647913882	0.0996310286794422	0.103832506152939	-0.00457922784223889	-0.129161903306268	-0.0709059478176685	-0.0620764383263951	-0.146222492958669	-0.0308280931148842	-0.18930218144407	-0.256333595322553	-0.15926106973068	-0.200564852907499	-0.205370171449375	-0.205638701111668	-0.37537210657512	-0.22013530992995	0.569314658495844	0.357365139034042	0.359589771273629	0.233214818267145	0.221217573813749	-0.0866901005994489	-0.0368879044279955	-0.0609090440020638	-0.110235861342933	0.0457797532224465	-0.00594529564967923	0.0121898580764828	-0.164132043159132	-0.0554867874218606	0.0851049537298953	0.0904002242489951	-0.106710232203365	-0.0818718469928056	0.020775218916628	0.0533305638602817	-0.0218466991010282	-0.079106434866306	-0.159624977370807	-0.248819435380127	-0.251431157272829	-0.154844384827488	-0.231461141347458	-0.257620671957014	-0.214075344954185	-0.202880057956913	-0.262739356759207	0.60556033362738	0.522804238833817	0.433301718918134	0.660214848341825	0.458925769426682	0.291023692454083	-0.0369624094958793	-0.0886600776757372	-0.0863325261965965	-0.0449159750840316	-0.0510640998758637	-0.246236557719421	-0.0647196073215376	0.106222291162102	0.0620835480495934	-0.109198743863324	-0.134611169883364	-0.085320068817428	0.0472104714374779	0.121948234016531	-0.033171976903353	0.0455104511684577
ZBTB18	0.954076034497988	0.845336918301412	0.941549451752741	0.800022627005616	0.839436865736825	0.897782943539147	0.865535862010511	0.742054050511964	0.629999965719003	0.615285060736232	0.675494188109447	0.606731029251163	0.68054820927222	0.815883495714135	0.773417222562658	0.844518049104354	0.532241666493963	0.52555603388816	0.560017341173963	0.567447378554511	0.683203370366391	0.535582942554958	0.669469987263179	0.563789935646186	0.577855099240951	0.602356464496676	0.640348106127821	0.661947655926274	0.616956442924833	0.537580569684146	0.596468900711944	0.707702691003973	0.60284185627407	0.661863105998762	0.864390498750412	0.964390262361107	0.781009239142956	0.783362351105187	0.785002067296347	0.805044256526537	0.790422289496559	0.945771563627703	0.599647171863996	0.60339104645458	0.675394202282923	0.662528798801363	0.677023466844599	0.808198234071664	0.696174524648744	0.792085837049821	0.631963216542236	0.540259589346674	0.639640315042738	0.644817728508504	0.520639571336971	0.524251032961477	0.431611580099431	0.518382980898028	0.626702267191872	0.611202302837102	0.658943789060407	0.539985261168871	0.631878816036553	0.653155793329083	0.52234668268458	0.44930603092372	0.63260236810351	0.614803568916961	0.509321230355146	0.797621628335592	0.924585430558257	0.90272745886362	0.910802344374297	0.845733913966644	0.784546811109906	0.83754910926504	0.676282899401554	0.582856749346035	0.648932638601304	0.659931845541935	0.749902623975001	0.626196900291158	0.536554840547878	0.534168707670892	0.543642098970699	0.623091338827175	0.674233094614776	0.497493727498343	0.608512274161091	0.63777977823993	0.386628074523293	0.654341404622756	0.644882330850744	0.535063097263906	0.658572758015844	0.551364273236177	0.616991721204732	0.344413333760219	0.629992385252907	0.636010890652681	0.806372000830549	0.855142439274514	0.95280524596032	0.82465165581211	0.718687236845849	0.77774337823177	0.91631498876083	0.782458539660501	0.627895497404439	0.698126146397636	0.673323382797529	0.635968362802698	0.72275267379808	0.611643768010043	0.657868641963841	0.592954056954783	0.565677536001933	0.530370164275755	0.550990961549483	0.631233603305492	0.497200517288046	0.636395714526454	0.665199924837293	0.58154736021471	0.567389961096055	0.662623587095532	0.65964479692443	0.589816341966321	0.621025143551367	0.680607537312933
ZBTB2	-0.801958555220631	-0.820007906883727	-0.778669534571673	-0.813633082300825	-0.826773741330519	-0.802390016876313	-0.792027224341234	-0.770393290261471	-0.807949127108379	-0.779947256023378	-1.03423885586996	-0.78074210293268	-0.77455637001015	-0.72007121348504	-1.05266963404948	-0.79176538391351	-1.1337428135453	-1.13830425217207	-1.04317598072987	-1.08523122630127	-1.19383320870617	-1.11074544453871	-0.932795542702371	-1.07344742554244	-0.58110673956579	-0.404477436114749	-0.425958625547296	-0.386385818387819	-0.326742344051205	0.00525045227252654	-0.218601685777873	-0.552226431866281	-0.224187224098175	-0.566042850959257	-0.824724909958621	-0.834289374791345	-0.801909786402146	-0.786203765912328	-0.839990022406737	-0.82966210548375	-0.8421041278777	-0.837004122998004	-0.821623723481373	-0.782199635422378	-0.8160299261597	-0.80591485136354	-0.940181255889015	-0.648371595512447	-0.877716268088321	-0.688568302305036	-0.668053983682061	-1.12906886920444	-1.09389300567028	-1.06182114629944	-1.06362002114305	-1.21570387959176	-1.16032334155446	-1.11176544444936	-0.992353973410765	-0.993875869002916	-0.380221043793918	-0.447820320439356	-0.510599932016234	-0.823463451571637	-0.665290567601512	-0.595463581038014	-0.632033397963378	-0.89763019933102	-0.33965198288654	-0.843230457180435	-0.814270641177154	-0.872856425227472	-0.808802268483378	-0.723695474561202	-0.788081086119016	-0.964662850471658	-0.783476266759285	-0.817896331182622	-0.822718374512474	-0.921560829144109	-0.904979498139219	-0.932046810733927	-1.16200092460008	-1.31990652426047	-1.12872731682569	-1.21649903402246	-0.855628190005352	-1.08822290237938	-1.1825226405579	-0.948907132201679	-0.817764561509986	-0.424023567020909	-0.367578352224925	-0.68647263379736	-0.88725457673933	-0.789523772006946	-0.610126199160367	-0.716675447380754	-0.299099168283236	-0.689134071564654	-0.794184838449956	-0.828630817645758	-0.662525223399261	-0.803969727679388	-0.794273607420177	-0.725415694684487	-0.824222021908758	-0.906246926256705	-0.785019824371021	-0.763692312647913	-0.856138429634288	-0.796023922240724	-0.910004677320239	-0.835427963622503	-1.24003090371804	-0.976514995205136	-1.15197044107448	-1.05813649076548	-1.11566164269041	-0.918925301207517	-0.761040362622265	-0.415909978596955	-0.408373736674641	-0.514280381358723	-0.624559258908394	-0.600012984352386	-0.0489023585529606	-0.317239329915008	-0.589438627747321	-0.824826469401635
ZBTB20	1.39278384985048	1.40499272073134	1.40482772655617	1.37019079276935	1.3349586544652	1.47126450164258	1.39364850975013	1.43933386729618	1.20683793366804	1.23787532651952	1.14865623205461	1.32245775312879	1.34169214175931	1.30652159677787	1.24305826696323	1.27424458206989	1.04436503035772	1.0685948697545	1.20971403335065	1.06190265093652	1.33627112599037	0.961582814316352	1.20150832894734	1.12298043440234	0.978475786939739	1.07583054217694	1.10134522379884	1.06758243038576	1.01743302643803	0.964817273986584	0.984412277023701	1.13027137705902	1.17702167244375	1.00281219852442	1.39976622426191	1.32285324552312	1.411030532483	1.38239600792389	1.37400811497189	1.42004464326669	1.38900372314441	1.38868357260648	1.19878767161431	1.16390357757122	1.29516073678845	1.28512439983177	1.2679414926491	1.34366458571097	1.27053037884788	1.29133368973378	1.41521596564997	1.02409596020695	1.17715489306459	1.25633373248851	0.907754932907763	1.0799606524412	1.06558462777555	1.0365416984298	1.20184240189326	1.14992831540747	1.09946856718712	1.08351342874003	1.13206122133865	1.09647672416747	1.08968805100247	1.12588208319507	1.17682828442299	0.952532803092172	1.07573726247357	1.34533188119204	1.39622555813824	1.41443388121641	1.37305540173733	1.44755040693824	1.40087281123291	1.34876459962863	1.44207833401832	1.22235309725661	1.28006938504558	1.29150669028665	1.35271319389697	1.31191931413661	1.03589307672441	1.09463222578139	1.06298749425794	1.37553932938201	1.15358799083002	0.993863028891406	1.07050102263097	1.19568052475057	0.99039837133277	1.14529403556955	1.15376652048631	0.951816060863062	0.926929579618511	1.13814788840243	1.13125532288005	1.02032750948913	1.1185453082106	0.945636039318224	1.36236305810832	1.42398086849348	1.41728319320272	1.35337890519567	1.35217453087762	1.38299601828978	1.40035408777028	1.35488948518016	1.19048826225497	1.3249218083758	1.28222296097988	1.22672139183653	1.23965412841637	1.35756491077606	1.32608453309506	1.16788929036909	1.02822317545994	1.06903703576879	1.05930914296867	1.04385901163053	0.9842820116978	1.13774805717783	1.07887579743503	1.05031425128649	1.11491164523816	1.26501514460904	1.10160290134589	1.04123719171126	1.02517957389078	0.972452305945528
ZBTB21	0.969972980145636	1.19128169027194	1.12051953370769	1.56929678185335	1.4025866680924	1.01617987250674	1.85073154583327	1.32956188832663	1.44643610105992	1.78724624671324	1.78050011322444	1.44207867160026	1.69101285744283	1.89316307866027	1.79907465942637	1.9881491059065	1.97657308534143	1.87584823609054	1.51820355184378	1.72757032950913	1.89457974838979	1.76578428107069	1.71196258169388	1.81023766896248	1.88310435428471	1.39849233883793	1.3439413098548	1.44829154810617	1.51108642063478	1.4879379227493	1.60201003023976	1.56258537892004	1.46781027795643	1.84715109135109	1.16950163182558	1.02070867881373	1.51764008713234	1.54195063614157	1.25834361465592	1.20288912757528	1.39100642372028	1.38849467445455	1.75507651466135	1.5028995263103	1.52994796627487	1.65248272654601	1.70627803668963	1.70454018569921	1.81603259467426	1.91828103136171	1.83669130857521	1.91397822163412	1.84898825368404	1.99085660200366	1.70700853764266	1.86400981849164	1.67191382605322	1.81342868247225	1.87188503805898	1.67727651476465	1.24646813373672	1.4748695645923	1.48795983085679	1.60593353003537	1.86550320053968	1.78869222889553	1.58806098075698	1.7296857755521	1.35035242697017	1.27579450271098	0.990422284374551	1.31577535819463	1.38756390779802	1.62746375632713	1.51934116365557	1.63845416999785	1.59232217971647	1.4783694484192	1.52365770286038	1.75379551245124	1.71793225948645	1.58430565372373	1.85682828435378	1.74710312005308	1.8102567583261	1.69729549189996	1.92714888889397	1.63339487296102	1.66987352029374	1.75942421878776	1.79523500319327	1.20142789545747	1.48271630378849	1.41248528220372	1.7112202743902	1.416101008442	1.65726941068896	2.00634687543894	1.39635196517993	1.97671393720592	1.46479930476766	0.873409002684486	1.98118545293602	1.07289630238896	1.08549455253068	1.97600878345433	1.58195029152167	1.29528382836877	1.43977235800702	1.64822956243817	1.66173365069344	1.58892663663971	1.60130723199098	1.74749412543755	1.86572325970706	1.68747106405925	1.89002285636722	1.71054771906357	1.81637887719647	1.30305698231975	1.57911739747435	1.23604192098556	1.3666774417321	1.28811929170832	1.94306813493513	1.54746132074931	1.45732435981232	1.38836782008158	1.56290364247165	1.53235096263292
